step,x,y,z,speed_3d,speed_xy,command_v,command_w,outcome
0,-2.738128185272217,-4.503354072570801,-0.009900718927383423,0.0,0.0,0.0,0.0,success
1,-2.7381296157836914,-4.503371715545654,-0.005005645100027323,0.1529720574617386,0.0005531522911041975,1.0,3.0,success
2,-2.7385804653167725,-4.502439975738525,-0.004030918702483177,0.044431038200855255,0.0323464535176754,1.0,-3.0,success
3,-2.7390379905700684,-4.501488208770752,-0.003273217473179102,0.04061659425497055,0.03300079330801964,1.0,-3.0,success
4,-2.7394933700561523,-4.500535011291504,-0.0026673886459320784,0.038055576384067535,0.03301212936639786,1.0,-3.0,success
5,-2.7399466037750244,-4.4995808601379395,-0.0021828708704560995,0.03631705418229103,0.03301019221544266,1.0,-3.0,success
6,-2.7403974533081055,-4.498625755310059,-0.0017953738570213318,0.03515651822090149,0.0330052450299263,1.0,-3.0,success
7,-2.740405321121216,-4.498606204986572,-0.001490347320213914,0.009554801508784294,0.0006585655501112342,0.0,-3.0,success
8,-2.7408430576324463,-4.497668266296387,-0.001236958196386695,0.03330065682530403,0.032345518469810486,1.0,-3.0,success
9,-2.7412874698638916,-4.496710300445557,-0.0010385741479694843,0.03357822448015213,0.03300095722079277,1.0,-3.0,success
10,-2.741729497909546,-4.49575138092041,-0.0008801998337730765,0.03336583822965622,0.03299673646688461,1.0,-3.0,success
11,-2.7421693801879883,-4.494791030883789,-0.0007535528857260942,0.033245768398046494,0.033009354025125504,1.0,-3.0,success
12,-2.742607355117798,-4.49383020401001,-0.0006522669573314488,0.0331495925784111,0.03299814090132713,1.0,-3.0,success
13,-2.7430429458618164,-4.492868423461914,-0.0005712629645131528,0.03309141471982002,0.03299444913864136,1.0,-3.0,success
14,-2.743476629257202,-4.491905212402344,-0.0005064795259386301,0.03307268023490906,0.033010661602020264,1.0,-3.0,success
15,-2.743908405303955,-4.490941524505615,-0.0004546686541289091,0.033039528876543045,0.03299983590841293,1.0,-3.0,success
16,-2.744338274002075,-4.48997688293457,-0.0004132406902499497,0.03302811086177826,0.03300272673368454,1.0,3.0,success
17,-2.7447702884674072,-4.489013195037842,-0.0003800901467911899,0.033019136637449265,0.03300287947058678,1.0,-3.0,success
18,-2.7452001571655273,-4.488048553466797,-0.0003535872383508831,0.03301311656832695,0.03300272673368454,1.0,-3.0,success
19,-2.7456276416778564,-4.487083435058594,-0.00033239187905564904,0.03299274295568466,0.03298609331250191,1.0,-3.0,success
20,-2.7460532188415527,-4.486116886138916,-0.00031544084777124226,0.03300716355443001,0.033002909272909164,1.0,-3.0,success
21,-2.746476650238037,-4.485149383544922,-0.00030188419623300433,0.0330059640109539,0.033003244549036026,1.0,-3.0,success
22,-2.7468979358673096,-4.484180927276611,-0.0002910422335844487,0.0330054797232151,0.03300374373793602,1.0,-3.0,success
23,-2.7473177909851074,-4.483211994171143,-0.00028237997321411967,0.03300071880221367,0.03299960866570473,1.0,3.0,success
24,-2.747739315032959,-4.482243537902832,-0.00027543361647985876,0.0330074317753315,0.03300671651959419,1.0,-3.0,success
25,-2.7481586933135986,-4.481274604797363,-0.00026988753234036267,0.032994139939546585,0.03299368545413017,1.0,-3.0,success
26,-2.7485761642456055,-4.480304718017578,-0.0002654524869285524,0.03299771994352341,0.03299742564558983,1.0,-3.0,success
27,-2.7489912509918213,-4.479333400726318,-0.00026190566131845117,0.03300933167338371,0.03300914540886879,1.0,-3.0,success
28,-2.749404191970825,-4.4783616065979,-0.00025906908558681607,0.032996684312820435,0.03299656882882118,1.0,-3.0,success
29,-2.7498152256011963,-4.477388858795166,-0.00025680058752186596,0.033000826835632324,0.033000752329826355,1.0,-3.0,success
30,-2.7502238750457764,-4.476415157318115,-0.000254986371146515,0.03299935162067413,0.03299930319190025,1.0,-3.0,success
31,-2.7506306171417236,-4.475440502166748,-0.00025353545788675547,0.03300381451845169,0.033003780990839005,1.0,-3.0,success
32,-2.751035213470459,-4.474465370178223,-0.00025237511727027595,0.03299180045723915,0.03299177810549736,1.0,-3.0,success
33,-2.7514381408691406,-4.473489284515381,-0.0002514557563699782,0.03299938514828682,0.032999373972415924,1.0,3.0,success
