x,y
-4.264055823308952,-4.493416149737652
-4.266245873447753,-4.484814837137536
-4.268981052885733,-4.475672524621798
-4.271775069702634,-4.465492332274685
-4.27439031190787,-4.455261055871742
-4.276787792661259,-4.444976842636856
-4.2785422903661,-4.436714052487155
-4.280613310638193,-4.42635910781365
-4.282276760615855,-4.417001816113875
-4.283920444920883,-4.406570542916583
-4.285400461444498,-4.396114784805117
-4.286705323236208,-4.3856357266614046
-4.287831315366913,-4.375135946407323
-4.288682946491377,-4.366731083443749
-4.289618917268659,-4.357273639949128
-4.290642595757884,-4.346763402731774
-4.2913585109693,-4.338345899690243
-4.292147910971217,-4.328874732479035
-4.293013562208854,-4.318350290687479
-4.29389743154199,-4.3078273302321115
-4.29460892023402,-4.298350163395892
-4.295045034723765,-4.290991875959723
-4.295686959519081,-4.280451420056933
-4.29611768096346,-4.272035391667146
-4.296432988167737,-4.263614257951637
-4.2967527665953,-4.253059106112095
-4.296919969116614,-4.2456690793945775
-4.297038899158776,-4.236165846600268
-4.297252584606367,-4.225607958357834
-4.297385070159856,-4.217161078845887
-4.297525099596935,-4.2066020233956225
-4.297656313263338,-4.196042930002984
-4.297676649318363,-4.185482978421137
-4.297611039278563,-4.175979254368397
-4.297376270488162,-4.166478134398674
-4.297074336866145,-4.156999886810202
-4.296761519984272,-4.148557782203399
-4.29635025617771,-4.139062671049231
-4.295907347637235,-4.129569003788084
-4.2954184552022925,-4.119020304047202
-4.294963599833441,-4.11058466978985
-4.294433117766643,-4.101116450526398
-4.293925131088238,-4.092662728138809
-4.293324760781361,-4.083199001516362
-4.292668951027462,-4.073717567568187
-4.292005541681438,-4.06317846142944
-4.291577623540418,-4.055798698808172
-4.291042040477129,-4.046309797536821
-4.290479783608253,-4.036822478296677
-4.2899273933823245,-4.027355662901173
-4.289341625537073,-4.017869777205163
-4.288736852639175,-4.009443606915328
-4.28817562584879,-4.001035289735279
-4.287556875750464,-3.9904934569048076
-4.287007103490211,-3.979947825158938
-4.286460668705968,-3.969401997841981
-4.28597142189954,-3.9599106593709337
-4.285559259483089,-3.9514937044701792
-4.285204778796886,-3.9419751608201947
-4.284884887065994,-3.932497889584508
-4.284518973741015,-3.923000878957769
-4.284206408900282,-3.914558749945613
-4.2838611390027,-3.904004416663959
-4.283596583311412,-3.896617319546175
-4.283327703070964,-3.88713801556064
-4.283146753498843,-3.8797483331255878
-4.283023215190839,-3.8691890519333136
-4.282972825092276,-3.8596852831771153
-4.282930301496681,-3.850181344740493
-4.2828723935994315,-3.8427893681753247
-4.28282959625845,-3.834341518780114
-4.28274385302482,-3.8248591330537596
-4.282622235533268,-3.815376863387346
-4.282405946949717,-3.8058753578795157
-4.282226461261171,-3.7953168380705167
-4.282053761070731,-3.7868497409316393
-4.281771720525651,-3.776293553486371
-4.281577444422496,-3.7689042199846066
-4.281272446478536,-3.758348613748512
-4.281042865431652,-3.748826342172437
-4.280906582392778,-3.739344532286595
-4.280825132975262,-3.7287849361042937
-4.28074439803834,-3.7192813025489024
-4.2806325005467105,-3.7097989621253125
-4.280594413495397,-3.702407204008054
-4.280549503462802,-3.6950154057800946
-4.2804619677591225,-3.6844557264470774
-4.280409683441491,-3.676008019155368
-4.280350294664245,-3.667560297485519
-4.280359837041774,-3.6570002747781194
-4.280396936184911,-3.6495873017007505
-4.280459332149777,-3.639048652241681
-4.280523032959988,-3.6284888648645937
-4.280619377242527,-3.6189854109193305
-4.2807377972180936,-3.609482190525184
-4.280862281228429,-3.5999789839951952
-4.281008434292267,-3.5904761283591973
-4.281118186652541,-3.5809727964514235
-4.281073547569389,-3.5704128290152206
-4.281061337518638,-3.5598529081444044
-4.2810232690791254,-3.5503490137696576
-4.280889408588326,-3.540845985667085
-4.2807738545734955,-3.5302866650918974
-4.280640968175893,-3.519727532192768
-4.280515870956973,-3.5123366513135976
-4.280393935227825,-3.5028334637435523
-4.280390449898843,-3.4933294681431666
-4.280413826052151,-3.482769504938541
-4.280378129618538,-3.473265644540157
-4.2804726966254405,-3.4637621864997823
-4.280552360314755,-3.455335565413278
-4.280606975923672,-3.4468877647965113
-4.280690689578948,-3.4373841990822593
-4.280818222902053,-3.4268249683354597
-4.280950833817419,-3.4173219603298004
-4.2810106761022055,-3.4088742845666435
-4.281018120105129,-3.3993702591890007
-4.281017818238212,-3.3898662608587076
-4.281020282611929,-3.3793062818694293
-4.2810355592721905,-3.3687462597605795
-4.281091156194516,-3.3602985556263527
-4.2812119814794,-3.350795360605379
-4.281331953979834,-3.3402360400047195
-4.2814032121416705,-3.330732378398485
-4.28143780319526,-3.3254739627876324
-4.281447636998839,-3.314913947663353
-4.281462648441744,-3.3075430024426984
-4.281432866843225,-3.296983046203411
-4.281433697080717,-3.2885352356011626
-4.281470039466334,-3.2800873126523133
-4.281474833433817,-3.269527344488972
-4.281475054550641,-3.2600234310779275
-4.281493787878184,-3.251554329452092
-4.281482057907947,-3.2420715876271933
-4.281506209491486,-3.2357145214638283
-4.281558679772044,-3.226231763171679
-4.2816280375222355,-3.2209311403725063
-4.281700922243491,-3.2125045828091365
-4.281767117574944,-3.2030008055294656
-4.281856770540972,-3.1934972824391754
-4.281919192898307,-3.183993477465616
-4.28194615379099,-3.174489530833661
-4.281940833584643,-3.1660416352431957
-4.281888951191385,-3.1597059373565752
-4.281839129655027,-3.1491459427844677
-4.281854608123273,-3.139642024856689
-4.281962391958276,-3.131194795158884
-4.282136145027059,-3.120636192790173
-4.282263646285812,-3.1132663122433644
-4.282409713021482,-3.105854641819706
-4.282599969094752,-3.0953175013485517
-4.282792617356709,-3.0858155474798403
-4.283010925199783,-3.0763140001724802
-4.283301533737343,-3.065758089652867
-4.28359976602862,-3.0552023488070494
-4.284002208208171,-3.0446500762949342
-4.284337538437928,-3.036208932037124
-4.284654905910753,-3.0277877946447735
-4.285165531646957,-3.017240201231174
-4.285761282176246,-3.006697077505377
-4.286320399676471,-2.9972095629499673
-4.2869469248359415,-2.987726354402577
-4.287790957331685,-2.977200129454657
-4.288686664583063,-2.967759440450782
-4.289753124922313,-2.958315496453654
-4.2909340291856894,-2.9488851965495146
-4.292077709263643,-2.940493704787205
-4.293119195575982,-2.9331752696111613
-4.294370588134132,-2.924841105971603
-4.295848735920877,-2.9154315668151356
-4.2972027244061035,-2.90707147119951
-4.2985730328519285,-2.8987567693612264
-4.300186963032663,-2.8893909049371604
-4.302051196537881,-2.8789967475794827
-4.303992154696445,-2.868616727618527
-4.305814264978462,-2.8593102676933846
-4.307832790178776,-2.848945062006939
-4.309863100923621,-2.83858218094609
-4.311536403653677,-2.8303016823780847
-4.313192362691046,-2.8220176908590857
-4.314668646065259,-2.8147746556298765
-4.316636396681233,-2.805476621532566
-4.318430680448466,-2.797221341298335
-4.320690118120105,-2.7869058901974237
-4.3226931844945575,-2.7776155014162724
-4.324021381220203,-2.771420374316363
-4.326230347336011,-2.7610939188941224
-4.327819165688268,-2.7538747740743292
-4.329668850210659,-2.7456317984384864
-4.331801123750942,-2.7363484829966755
-4.3340238800909825,-2.7271297556712386
-4.336239288380247,-2.7178876005763137
-4.33802475800908,-2.7106925639659782
-4.339832791447336,-2.7035467364470316
-4.342438554877717,-2.693313239173012
-4.344876172609716,-2.684127175901191
-4.346953653147659,-2.6759385395781305
-4.348852388283288,-2.668772910248462
-4.351587097838428,-2.6585949432853884
-4.354131388188793,-2.6494379161482327
-4.356965352947883,-2.639265299512327
-4.359804829627515,-2.62909425060369
-4.362721944034455,-2.6189451889964266
-4.365128034086423,-2.6108472189961254
-4.368261182105615,-2.6007627422288064
-4.371154637228664,-2.591710017986088
-4.373883120173227,-2.58371434823693
-4.377125929216508,-2.5747807305582557
-4.380055523062744,-2.566856963277824
-4.382596791944487,-2.559893586788646
-4.385851137286337,-2.550986121644776
-4.389163796220123,-2.5420777012530165
-4.392617930208902,-2.5332010520350092
-4.395352789747888,-2.5263786528755645
-4.398956538540465,-2.5175845250023254
-4.40259262605073,-2.5087933334330996
-4.406276824808293,-2.5000325271145263
-4.409962311902606,-2.4912722699669945
-4.413257424608639,-2.483457967284045
-4.416875854329896,-2.474680909520012
-4.4200930332946715,-2.4668604126866476
-4.422583658780861,-2.4610482869223103
-4.425511470455317,-2.4542477178167816
-4.428949853480994,-2.446531161199385
-4.433397123199613,-2.4369533245481274
-4.43700689749871,-2.4293377980497133
-4.441158939098713,-2.4207887783190234
-4.4449688482347876,-2.413248589755964
-4.449336786348481,-2.4048079007444167
-4.4533008270031615,-2.397347790668253
-4.4563344982702136,-2.3917616217518503
-4.459831122625641,-2.385179129942004
-4.462310596855246,-2.3805720858388577
-4.4674047943172415,-2.371322032592161
-4.4714670934585286,-2.3639145231815877
-4.474013255556512,-2.3592901578210452
-4.4786400423861865,-2.3509652045163976
-4.483354194938805,-2.3426945380579394
-4.487535266318207,-2.3353539070611187
-4.491208435902161,-2.3289382634717777
-4.494959262784642,-2.3225440447251495
-4.499902783002395,-2.314451624199274
-4.262313550143597,-4.498758480755627
-4.26287416017523,-4.490773073539911
-4.263610427072773,-4.482356760769468
-4.264454475830851,-4.471830479920736
-4.265232676557541,-4.461299321615746
-4.265672906503653,-4.454978835090332
-4.2661813376747935,-4.4476048393426675
-4.266813340157964,-4.437063730087447
-4.267277912112653,-4.427592069140702
-4.267639676699466,-4.4202514010042595
-4.268047589128119,-4.41181341658172
-4.268503003594361,-4.401263193861031
-4.268909827094299,-4.391767996117841
-4.269302208939128,-4.383308060824228
-4.269663255647396,-4.377003676831556
-4.2702392247095196,-4.366459346939833
-4.270732386614009,-4.356968215617655
-4.271176176924704,-4.347474651024315
-4.271676147660959,-4.337983796805448
-4.272155760518853,-4.328491970460688
-4.272656527043146,-4.3200588155308575
-4.273188085106751,-4.31162762458936
-4.273766633112317,-4.3042579220549255
-4.274630655151409,-4.294814473514263
-4.275359446433508,-4.285360055566794
-4.276073607876597,-4.275883020079725
-4.276940989642972,-4.265358698093542
-4.27782352165477,-4.254835671028152
-4.278645469120023,-4.245367367287987
-4.279439138779238,-4.236935501222185
-4.2803001588656215,-4.22749187277486
-4.281043629966825,-4.2190974275093005
-4.2818207746475725,-4.2096461465275805
-4.28254213190143,-4.201207701447348
-4.283336510092205,-4.191737364477659
-4.283956924662706,-4.183333473767756
-4.284819660618795,-4.172808743735161
-4.285656970920004,-4.162281988735027
-4.286439880951584,-4.152810409866879
-4.287127509702931,-4.143331293320082
-4.287712818460528,-4.134903686135453
-4.288355319628328,-4.125421346359353
-4.288980763741182,-4.114879859968226
-4.289278042375394,-4.108550866901203
-4.289643300803833,-4.0979970663661005
-4.289862059236555,-4.08849564602067
-4.2900868345078065,-4.077937983396387
-4.29029435571708,-4.069492646823258
-4.2905182778355675,-4.061026513160782
-4.290618779664795,-4.051523030011108
-4.290689442199018,-4.040984371747479
-4.290802652924304,-4.031481266551112
-4.290929365250812,-4.023055215709698
-4.291086040173127,-4.014629607689927
-4.2912406331633015,-4.004070781154982
-4.2912837735644045,-3.99562297213691
-4.291336904677714,-3.987175211990844
-4.291460458437366,-3.976615886696095
-4.291522222462432,-3.967112156688649
-4.2916002838503795,-3.956552451212874
-4.291681056230137,-3.945992709082699
-4.291710941767302,-3.9364677091930607
-4.291715479424378,-3.925928932047135
-4.291620829689503,-3.9164254062572756
-4.291492720624911,-3.9058662139104876
-4.29133950615483,-3.897419577057326
-4.291116250554238,-3.8868619738109875
-4.290859245428696,-3.8773615175763734
-4.290609436772113,-3.8668045093857195
-4.2904108058162835,-3.8594152866283853
-4.290035651385921,-3.8488619414883454
-4.289727611439047,-3.839383910399864
-4.289381114483984,-3.8288296367200934
-4.289096379627179,-3.820407426908488
-4.288773962006181,-3.809852386584011
-4.288578231701967,-3.801406746176284
-4.288364042153038,-3.790848921466554
-4.288226678536125,-3.7813460348825934
-4.288060591024367,-3.7728785152520308
-4.287909379576672,-3.762340858336805
-4.287659372756091,-3.7517838468779106
-4.2874575016801675,-3.743317396308106
-4.287345173262903,-3.734870231505176
-4.287349689372513,-3.7243102174462286
-4.28733067221975,-3.7148062767787127
-4.287271416993196,-3.7053234248204485
-4.287226701988443,-3.6968756975372465
-4.287220966243471,-3.6873716429715406
-4.287198047372261,-3.67786772674324
-4.287187331331654,-3.6715736981010045
-4.287095459546703,-3.663126253305911
-4.28693810194741,-3.6536235679465445
-4.2867669275598566,-3.644120842135197
-4.286637460036905,-3.6357160815511596
-4.286593047208391,-3.627268235276746
-4.28665991616305,-3.6177854280123474
-4.286763563175182,-3.608282082944142
-4.286796068807287,-3.5977220779760795
-4.286736751331272,-3.5892532166571027
-4.286641419031499,-3.5808270019385953
-4.286581699444244,-3.5713231771758105
-4.2865649098295835,-3.562875279061405
-4.286598986758426,-3.552315285741022
-4.286670418082238,-3.5428116672882806
-4.286690230495137,-3.5333286298894726
