step,x,y,z,speed_3d,speed_xy,command_v,command_w,outcome
0,0.4612019956111908,1.6865100860595703,0.004645850043743849,0.0,0.0,0.0,0.0,timeout
1,0.461201012134552,1.681320309638977,-0.014753701165318489,0.6275544166564941,0.16218049824237823,1.0,-3.0,timeout
2,0.4611998498439789,1.6813243627548218,-0.005133695434778929,0.30062517523765564,0.0001317648566327989,1.0,-3.0,timeout
3,0.46110236644744873,1.6792932748794556,-0.004109065514057875,0.07115595787763596,0.06354455649852753,1.0,-3.0,timeout
4,0.46099650859832764,1.680321455001831,-0.003308128332719207,0.04086301103234291,0.032300468534231186,1.0,-3.0,timeout
5,0.4608934223651886,1.6813509464263916,-0.002680473029613495,0.037816766649484634,0.032332491129636765,1.0,-3.0,timeout
6,0.4607929587364197,1.6823807954788208,-0.002179054543375969,0.03593209758400917,0.0323355458676815,1.0,-3.0,timeout
7,0.46069467067718506,1.683410882949829,-0.0017780670896172523,0.03467949852347374,0.032336436212062836,1.0,-3.0,timeout
8,0.460598349571228,1.6844412088394165,-0.0014573739608749747,0.03385534882545471,0.03233807533979416,1.0,-3.0,timeout
9,0.46050378680229187,1.6854718923568726,-0.0012008952908217907,0.03332240507006645,0.032344136387109756,1.0,-3.0,timeout
10,0.4604109525680542,1.6865026950836182,-0.0009957726579159498,0.032972048968076706,0.032342955470085144,1.0,-3.0,timeout
11,0.46032077074050903,1.6875337362289429,-0.0008317228057421744,0.032746821641922,0.032343048602342606,1.0,-3.0,timeout
12,0.460233211517334,1.6885648965835571,-0.0007005208171904087,0.0325985923409462,0.03233972191810608,1.0,-3.0,timeout
13,0.46014824509620667,1.68959641456604,-0.0005955891101621091,0.032509900629520416,0.03234410658478737,1.0,-3.0,timeout
14,0.4600658714771271,1.6906280517578125,-0.000511667225509882,0.03244742751121521,0.03234126791357994,1.0,-3.0,timeout
15,0.4599860906600952,1.6916598081588745,-0.00044454814633354545,0.032406583428382874,0.03233863413333893,1.0,-3.0,timeout
16,0.4599088728427887,1.6926918029785156,-0.00039086717879399657,0.03238346800208092,0.03233999013900757,1.0,-3.0,timeout
