step,x,y,z,speed_3d,speed_xy,command_v,command_w,outcome
0,-2.738098382949829,-4.503505706787109,-0.00988292321562767,0.0,0.0,0.0,0.0,collision
1,-2.7380988597869873,-4.503523826599121,-0.004996683914214373,0.15269601345062256,0.0005664401687681675,1.0,-3.0,collision
2,-2.737848997116089,-4.502497673034668,-0.004023779183626175,0.04487358778715134,0.03300423547625542,1.0,0.0,collision
3,-2.7378487586975098,-4.50249719619751,-0.0032725664786994457,0.02347540110349655,1.6660003893775865e-05,0.0,0.0,collision
4,-2.737603187561035,-4.501491546630859,-0.0026622095610946417,0.03755427896976471,0.03234995901584625,1.0,-3.0,collision
5,-2.737351179122925,-4.5004658699035645,-0.0021784312557429075,0.036303333938121796,0.033005692064762115,1.0,3.0,collision
6,-2.7371013164520264,-4.499439716339111,-0.001791805843822658,0.03514620289206505,0.03300423547625542,1.0,3.0,collision
7,-2.73685359954834,-4.4984130859375,-0.0014826077967882156,0.034388307482004166,0.03300292417407036,1.0,0.0,collision
8,-2.7366061210632324,-4.497386455535889,-0.001235330943018198,0.03389380872249603,0.03300117701292038,1.0,0.0,collision
9,-2.736358165740967,-4.496359825134277,-0.0010375648271292448,0.03357831388711929,0.03300467133522034,1.0,-3.0,collision
10,-2.736353874206543,-4.496339321136475,-0.0008842959068715572,0.004834183491766453,0.0006546343211084604,0.0,3.0,collision
11,-2.7361111640930176,-4.495333194732666,-0.0007522616651840508,0.03260546922683716,0.03234334662556648,1.0,3.0,collision
12,-2.7358665466308594,-4.4943060874938965,-0.0006509321974590421,0.03314643353223801,0.0329948328435421,1.0,3.0,collision
13,-2.735623598098755,-4.4932780265808105,-0.0005701689515262842,0.03310813009738922,0.033011794090270996,1.0,-3.0,collision
14,-2.7353787422180176,-4.492250919342041,-0.0005056069348938763,0.03305818513035774,0.032996561378240585,1.0,0.0,collision
15,-2.735133409500122,-4.4912238121032715,-0.00045396515633910894,0.033039454370737076,0.03300001844763756,1.0,-3.0,collision
16,-2.7348861694335938,-4.49019718170166,-0.00041267878259532154,0.03302464261651039,0.0329994298517704,1.0,3.0,collision
17,-2.7346415519714355,-4.489170074462891,-0.00037965027149766684,0.033010974526405334,0.0329948328435421,1.0,3.0,collision
18,-2.73439884185791,-4.488142013549805,-0.0003532299888320267,0.03302040323615074,0.033010080456733704,1.0,0.0,collision
19,-2.734156608581543,-4.487114429473877,-0.0003321111435070634,0.03299875557422638,0.032992154359817505,1.0,3.0,collision
20,-2.733916759490967,-4.486085891723633,-0.00031521599157713354,0.0330083891749382,0.033004164695739746,1.0,3.0,collision
21,-2.7339131832122803,-4.486064910888672,-0.0003065860364586115,0.0007177039515227079,0.0006651077419519424,0.0,3.0,collision
22,-2.7339134216308594,-4.486064910888672,-0.00029510632157325745,0.0003588184481486678,7.450580142176477e-06,0.0,-3.0,collision
23,-2.733680248260498,-4.4850568771362305,-0.0002807623241096735,0.03233593702316284,0.032332830131053925,1.0,3.0,collision
24,-2.733445405960083,-4.48402738571167,-0.0002738343027886003,0.03299874812364578,0.032998036593198776,1.0,3.0,collision
25,-2.7334413528442383,-4.484006404876709,-0.0002734642184805125,0.000667873362544924,0.0006677731871604919,0.0,-3.0,collision
26,-2.7332098484039307,-4.482997894287109,-0.00026374144363217056,0.032337069511413574,0.032335638999938965,1.0,-3.0,collision
27,-2.7329719066619873,-4.481968879699707,-0.0002602470340207219,0.033005375415086746,0.03300519660115242,1.0,3.0,collision
28,-2.7327356338500977,-4.480939865112305,-0.0002577175328042358,0.032993581146001816,0.032993484288454056,1.0,-3.0,collision
29,-2.7327308654785156,-4.480919361114502,-0.000260599103057757,0.0006639832281507552,0.0006578486645594239,0.0,-3.0,collision
30,-2.7324941158294678,-4.479911804199219,-0.0002534542290959507,0.03234446421265602,0.03234369307756424,1.0,-3.0,collision
31,-2.732250928878784,-4.478884220123291,-0.00025201967218890786,0.032999034970998764,0.032999005168676376,1.0,3.0,collision
32,-2.7320101261138916,-4.477856159210205,-0.0002511477505322546,0.03299644961953163,0.032996438443660736,1.0,3.0,collision
33,-2.7320055961608887,-4.477835178375244,-0.0002553354424890131,0.0006834059022367001,0.000670759123750031,0.0,-3.0,collision
34,-2.7320055961608887,-4.477835655212402,-0.00025412882678210735,4.0544331568526104e-05,1.4901160284352954e-05,0.0,-3.0,collision
35,-2.731766939163208,-4.476828575134277,-0.00024799033417366445,0.03234344720840454,0.032342877238988876,1.0,3.0,collision
36,-2.7315258979797363,-4.475800514221191,-0.00024761431268416345,0.03299814090132713,0.032998137176036835,1.0,-3.0,collision
37,-2.7312822341918945,-4.474772930145264,-0.0002476227527949959,0.03300243988633156,0.03300243988633156,1.0,-3.0,collision
38,-2.7310361862182617,-4.473745822906494,-0.0002476448134984821,0.03300521895289421,0.03300521895289421,1.0,-3.0,collision
39,-2.730788469314575,-4.472719192504883,-0.0002476732770446688,0.03300292417407036,0.03300292417407036,1.0,3.0,collision
40,-2.730783462524414,-4.47269868850708,-0.0002525580348446965,0.0006770099280402064,0.0006595762679353356,0.0,-3.0,collision
41,-2.7305405139923096,-4.4716925621032715,-0.0002470339532010257,0.03234555944800377,0.03234509751200676,1.0,3.0,collision
42,-2.730295419692993,-4.470665454864502,-0.0002468748134560883,0.03299828991293907,0.03299828991293907,1.0,3.0,collision
43,-2.7300522327423096,-4.469637870788574,-0.00024702251539565623,0.032999005168676376,0.032999005168676376,1.0,-3.0,collision
44,-2.729807138442993,-4.468610763549805,-0.00024717467022128403,0.03299828991293907,0.03299828991293907,1.0,3.0,collision
45,-2.7295637130737305,-4.467583179473877,-0.0002472774649504572,0.03300072252750397,0.03300072252750397,1.0,-3.0,collision
46,-2.7295594215393066,-4.467562675476074,-0.00025226190336979926,0.0006729103624820709,0.0006546343211084604,0.0,3.0,collision
47,-2.729320526123047,-4.466555595397949,-0.00024677623878233135,0.03234505280852318,0.032344598323106766,1.0,-3.0,collision
48,-2.729315996170044,-4.4665350914001465,-0.0002515616361051798,0.0006730254390276968,0.0006562011549249291,0.0,3.0,collision
49,-2.7293155193328857,-4.4665350914001465,-0.0002510864578653127,2.1036797988926992e-05,1.4901160284352954e-05,0.0,-3.0,collision
50,-2.729074239730835,-4.46552848815918,-0.0002455445355735719,0.032347846776247025,0.032347384840250015,1.0,-3.0,collision
51,-2.7288265228271484,-4.464502334594727,-0.0002456790825817734,0.03298843652009964,0.03298843652009964,1.0,3.0,collision
52,-2.728581190109253,-4.463475227355957,-0.00024607600062154233,0.033000022172927856,0.03300001844763756,1.0,3.0,collision
53,-2.728577136993408,-4.463454246520996,-0.0002512907376512885,0.0006873697275295854,0.0006677731871604919,0.0,3.0,collision
54,-2.728576898574829,-4.463454246520996,-0.00025088380789384246,1.4738449863216374e-05,7.450580142176477e-06,0.0,-3.0,collision
55,-2.7283382415771484,-4.462447643280029,-0.00024538300931453705,0.03232884034514427,0.03232838213443756,1.0,-3.0,collision
56,-2.728332996368408,-4.462427139282227,-0.00025042195920832455,0.000679870368912816,0.0006613832665607333,0.0,-3.0,collision
