step,x,y,z,speed_3d,speed_xy,command_v,command_w,outcome
0,-2.7381277084350586,-4.503354072570801,-0.009897214360535145,0.0,0.0,0.0,0.0,success
1,-2.738129138946533,-4.503371715545654,-0.0050039142370224,0.15291661024093628,0.0005531522911041975,1.0,3.0,success
2,-2.738523483276367,-4.502414703369141,-0.004029560834169388,0.04442277550697327,0.03234608471393585,1.0,-3.0,success
3,-2.7389235496520996,-4.501437187194824,-0.003272131783887744,0.040616460144519806,0.03300672769546509,1.0,-3.0,success
4,-2.739320993423462,-4.500458717346191,-0.002666519721969962,0.03804462030529976,0.03300338238477707,1.0,-3.0,success
5,-2.7397162914276123,-4.499479293823242,-0.0021821754053235054,0.0363108366727829,0.033005841076374054,1.0,-3.0,success
6,-2.740109443664551,-4.498498916625977,-0.0017948172753676772,0.03515804931521416,0.03300845995545387,1.0,-3.0,success
7,-2.7405002117156982,-4.497518062591553,-0.0014850248116999865,0.03438558802008629,0.03299464285373688,1.0,-3.0,success
8,-2.740889072418213,-4.496535778045654,-0.001237266231328249,0.03390992060303688,0.033014193177223206,1.0,-3.0,success
9,-2.7412755489349365,-4.495553016662598,-0.0010391196701675653,0.0335766077041626,0.03300070762634277,1.0,-3.0,success
10,-2.7416598796844482,-4.494569301605225,-0.0008806506521068513,0.03337344527244568,0.03300398588180542,1.0,-3.0,success
11,-2.742042064666748,-4.493585109710693,-0.0007539141224697232,0.03323039039969444,0.03299352899193764,1.0,-3.0,success
12,-2.742422103881836,-4.4925994873046875,-0.0006525558419525623,0.033162638545036316,0.03301102668046951,1.0,-3.0,success
13,-2.742799997329712,-4.491613388061523,-0.0005714939907193184,0.03309795632958412,0.033000871539115906,1.0,-3.0,success
14,-2.743175745010376,-4.490626811981201,-0.0005066642770543694,0.03305300697684288,0.03299086540937424,1.0,-3.0,success
15,-2.743549346923828,-4.489638805389404,-0.0004548163269646466,0.0330486074090004,0.033008866012096405,1.0,-3.0,success
16,-2.7439210414886475,-4.488650321960449,-0.00041335064452141523,0.03302720934152603,0.03300177678465843,1.0,-3.0,success
17,-2.744290351867676,-4.487660884857178,-0.0003801882266998291,0.033019814640283585,0.0330035500228405,1.0,-3.0,success
18,-2.744657516479492,-4.486670970916748,-0.0003536664298735559,0.03300453722476959,0.03299413248896599,1.0,-3.0,success
19,-2.745022773742676,-4.485680103302002,-0.00033245544182136655,0.033008068799972534,0.03300141170620918,1.0,-3.0,success
20,-2.7453858852386475,-4.4846882820129395,-0.0003154918667860329,0.03301052004098892,0.03300626203417778,1.0,-3.0,success
21,-2.745746612548828,-4.483695983886719,-0.0003019251162186265,0.03299744799733162,0.03299472853541374,1.0,-3.0,success
22,-2.746105432510376,-4.482702732086182,-0.0002910750627052039,0.03300417959690094,0.03300243616104126,1.0,-3.0,success
23,-2.746462106704712,-4.481708526611328,-0.00028239766834303737,0.0330088771879673,0.03300776705145836,1.0,-3.0,success
24,-2.746816396713257,-4.480713844299316,-0.0002754578599706292,0.03299742937088013,0.03299671784043312,1.0,-3.0,success
25,-2.747168779373169,-4.4797186851501465,-0.0002699077012948692,0.03299126774072647,0.03299081325531006,1.0,-3.0,success
26,-2.747519016265869,-4.478722095489502,-0.0002654689596965909,0.033010952174663544,0.033010661602020264,1.0,-3.0,success
27,-2.7478671073913574,-4.477725505828857,-0.0002619190199766308,0.03298867866396904,0.03298849239945412,1.0,-3.0,success
28,-2.748213052749634,-4.476727485656738,-0.0002590799704194069,0.033008791506290436,0.033008676022291183,1.0,-3.0,success
29,-2.7485568523406982,-4.475728988647461,-0.00025680940598249435,0.03300093859434128,0.03300086408853531,1.0,-3.0,success
30,-2.748898506164551,-4.474730014801025,-0.0002549935015849769,0.032993242144584656,0.032993193715810776,1.0,-3.0,success
31,-2.7492382526397705,-4.473730087280273,-0.0002535412204451859,0.03300220146775246,0.03300216794013977,1.0,-3.0,success
32,-2.749575614929199,-4.472729206085205,-0.00025237974477931857,0.033006537705659866,0.033006515353918076,1.0,-3.0,success
