Wall time,Step,Value
1778595625.5445306,73728,0.29411765933036804
1778596062.2703104,147456,0.27906978130340576
1778596526.2435668,221184,0.29230770468711853
1778596987.9511197,294912,0.31578946113586426
1778597462.7125843,368640,0.33000001311302185
1778597900.2409792,442368,0.3799999952316284
1778598319.7747614,516096,0.3100000023841858
1778598794.6990492,589824,0.3799999952316284
1778599240.1193714,663552,0.3499999940395355
1778599689.3656766,737280,0.38999998569488525
1778601759.068901,811008,0.5199999809265137
1778602221.890677,884736,0.5899999737739563
1778602620.6610713,958464,0.6600000262260437
1778603063.3789608,1032192,0.699999988079071
1778603463.9812977,1105920,0.7699999809265137
1778603852.5400343,1179648,0.7799999713897705
1778604240.1283617,1253376,0.8199999928474426
1778604628.3188875,1327104,0.7799999713897705
1778605030.4289644,1400832,0.7900000214576721
1778605442.1332273,1474560,0.7699999809265137
1778605850.8359218,1548288,0.7799999713897705
1778606304.0940711,1622016,0.7900000214576721
1778606754.9963665,1695744,0.8100000023841858
1778607217.8128364,1769472,0.8399999737739563
1778607661.1602402,1843200,0.8600000143051147
1778608433.541074,1916928,0.8899999856948853
1778609048.8965151,1990656,0.9300000071525574
1778609626.476182,2064384,0.9200000166893005
1778610451.1682572,2138112,0.9399999976158142
1778611095.7951856,2211840,0.8799999952316284
1778611665.486777,2285568,0.8700000047683716
1778612331.874876,2359296,0.8600000143051147
1778612845.5630388,2433024,0.9100000262260437
1778613288.3721066,2506752,0.9100000262260437
1778613724.0951815,2580480,0.9399999976158142
1778614121.9763942,2654208,0.9200000166893005
1778614519.9267645,2727936,0.9300000071525574
1778614939.1182697,2801664,0.9700000286102295
1778615940.3636477,2875392,0.9900000095367432
1778616412.9747014,2949120,0.9900000095367432
1778616863.287991,3022848,0.9900000095367432
