x,y
-4.240293889886094,-1.492359782818819
-4.2402915054725945,-1.4923946473203002
-4.240048393659233,-1.4913884797986898
-4.239797920383577,-1.4903622057288501
-4.2395454195976905,-1.4893364217970404
-4.239292699119907,-1.4883108558566789
-4.239287088614189,-1.4882902871633792
-4.239286992979935,-1.4882901737055447
-4.239032263290958,-1.48726541952936
-4.23877792399826,-1.4862404123349648
-4.238525346092973,-1.4852149813151343
-4.238270405772845,-1.4841901467149563
-4.238013099048627,-1.483165913258631
-4.237754146459467,-1.4821421234499568
-4.237748781622262,-1.4821217027366156
-4.237494816460703,-1.481118326285543
-4.237238288806525,-1.4800938548700957
-4.23698176287175,-1.4790693958519794
-4.236981764945461,-1.4790690781814084
-4.236725278171375,-1.4780449175726225
-4.2367252586899475,-1.478044628778722
-4.236473870406653,-1.4770407762657307
-4.2362196120612925,-1.476015877751435
-4.235963624714897,-1.4749913892163509
-4.235709641852463,-1.4739663203126874
-4.2354559985747855,-1.472941257252359
-4.23520402394265,-1.4719157854857785
-4.23495029429189,-1.4708907356730687
-4.234698913984289,-1.4698651008414148
-4.2346950773617795,-1.4698443540110107
-4.234452280584089,-1.468838363535803
-4.2342025451977205,-1.4678122431851297
-4.233952457190864,-1.466786293958786
-4.23370065974828,-1.4657607661325354
-4.233450580252058,-1.4647348108762548
-4.233198121411905,-1.46370943304652
-4.232943969003673,-1.46268448569399
-4.232938842975838,-1.4626640627448353
-4.232689523295897,-1.4616596508345574
-4.232438067696478,-1.4606340239526923
-4.23218898641655,-1.4596078047132781
-4.231942244880888,-1.4585810199575433
-4.231697815615106,-1.4575536824545134
-4.231694464959318,-1.4575328143049928
-4.231458368193149,-1.456525227917622
-4.231215411849276,-1.4554974718474487
-4.231215517839,-1.4554971276606907
-4.2312153464692805,-1.455497220505598
-4.230975044814311,-1.454490643815413
-4.230971224515209,-1.4544698922477406
-4.230971142016704,-1.4544699328539776
-4.230732796823806,-1.453462885964771
-4.230728606122482,-1.453442231465801
-4.230490705387699,-1.4524350590742292
-4.230250962166836,-1.4514066139598054
-4.230012902812633,-1.4503777799533737
-4.229773092166128,-1.4493493502432886
-4.229768595011989,-1.4493287748296657
-4.229769175330368,-1.4493286456553909
-4.229769008695994,-1.4493287050900148
-4.229532753017116,-1.4483211589632032
-4.229290061755307,-1.4472934102482773
-4.229290084489087,-1.447293061959125
-4.22905428133637,-1.4462854058513461
-4.228816623200421,-1.445256490618178
-4.228581322502711,-1.4442270212482984
-4.2283476583627735,-1.4431971999518958
-4.228343223867481,-1.4431766136747706
-4.228343132222488,-1.4431766538756985
-4.228102617954573,-1.4421485960703961
-4.227862360155675,-1.4411202916831967
-4.227858626174499,-1.4410995180291697
-4.227627508725769,-1.440090770929757
-4.22762399420083,-1.440069940728823
-4.227397767075154,-1.4390600760990797
-4.227394433177368,-1.4390391961078168
-4.227173065547416,-1.4380282498951777
-4.226949409964689,-1.4369961999975016
-4.226723956143978,-1.4359645202489397
-4.226500137731915,-1.4349325002392612
-4.226500196785402,-1.434932152376209
-4.226500620557796,-1.434932095850801
-4.226281310548316,-1.4339207514110057
-4.22606052481994,-1.4328880842953662
-4.225842108944749,-1.431854900674354
-4.225625338509683,-1.4308213907425642
-4.225625538521915,-1.4308210213790433
-4.225625418496192,-1.4308210916930133
-4.225404230766495,-1.4297887181769366
-4.225182603431432,-1.428756253742676
-4.224959243577291,-1.4277241566819507
-4.224955659039936,-1.4277033708775533
-4.224741172980458,-1.426690977550414
-4.224737885320433,-1.4266701199272485
-4.224528364320512,-1.4256566718437151
-4.224317545601403,-1.4246219137496328
-4.2241090721330865,-1.4235866705926887
-4.223902225079303,-1.4225511268966762
-4.223693545016646,-1.4215159353566043
-4.223487186088327,-1.4204802791923703
-4.223283167172702,-1.4194441594893563
-4.223279820077338,-1.419423372977407
-4.223280389566079,-1.4194231971450828
-4.223079012136597,-1.418408140725308
-4.223075013630076,-1.4183874621340304
-4.222868479888423,-1.417373405510138
-4.222864087752423,-1.4173527848057197
-4.222652511084385,-1.4163397529526902
-4.222647831366261,-1.416319177972061
-4.22264790259373,-1.4163191700878348
-4.222429985099233,-1.4152860740931927
-4.222429734717956,-1.4152857996475652
-4.222215487427606,-1.4142733582276734
