step,x,y,z,speed_3d,speed_xy,command_v,command_w,outcome
0,-1.211102843284607,-4.5496392250061035,-0.009751115925610065,0.0,0.0,0.0,0.0,success
1,-1.2111035585403442,-4.549670219421387,-0.004931770730763674,0.1506076455116272,0.0009688332793302834,0.0,3.0,success
2,-1.2111024856567383,-4.548635482788086,-0.003972267732024193,0.04409824684262276,0.03233553469181061,1.0,-3.0,success
3,-1.2111015319824219,-4.548614025115967,-0.0032312357798218727,0.023166973143815994,0.0006712141912430525,0.0,-3.0,success
4,-1.2110954523086548,-4.547579288482666,-0.0026292409747838974,0.03741023689508438,0.032336074858903885,1.0,-3.0,success
5,-1.211087703704834,-4.546523094177246,-0.002152077853679657,0.036218881607055664,0.03300695866346359,1.0,3.0,success
6,-1.2110871076583862,-4.546501636505127,-0.0017756166635081172,0.011783520691096783,0.0006708108703605831,0.0,-3.0,success
7,-1.211079478263855,-4.545466899871826,-0.0014651048695668578,0.033760927617549896,0.03233639895915985,1.0,3.0,success
8,-1.2110791206359863,-4.545445919036865,-0.0012259120121598244,0.007503485307097435,0.0006557463202625513,0.0,-3.0,success
9,-1.2110717296600342,-4.5444111824035645,-0.001025462057441473,0.03293747827410698,0.032336343079805374,1.0,3.0,success
10,-1.2110716104507446,-4.544389724731445,-0.0008743011858314276,0.004771134350448847,0.0006705625564791262,0.0,-3.0,success
11,-1.211071491241455,-4.544389724731445,-0.0007491360302083194,0.003911412786692381,3.7252900710882386e-06,0.0,-3.0,success
12,-1.2110720872879028,-4.544389724731445,-0.0006487584905698895,0.0031368532218039036,1.862645149230957e-05,0.0,3.0,success
13,-1.2110646963119507,-4.5433549880981445,-0.0005635711131617427,0.03244573995471001,0.032336343079805374,1.0,3.0,success
14,-1.211065411567688,-4.543333530426025,-0.0005048950552009046,0.0019525181269273162,0.0006709246663376689,0.0,3.0,success
15,-1.2110631465911865,-4.542298793792725,-0.000448815175332129,0.03238305076956749,0.03233559429645538,1.0,3.0,success
16,-1.2110635042190552,-4.541243076324463,-0.0004082484811078757,0.03301551938056946,0.03299117088317871,1.0,3.0,success
17,-1.211065411567688,-4.540186882019043,-0.000376081996364519,0.03302142769098282,0.03300612419843674,1.0,-3.0,success
18,-1.211065411567688,-4.540165424346924,-0.0003552620473783463,0.0009343184647150338,0.0006705521955154836,0.0,-3.0,success
19,-1.2110629081726074,-4.539130687713623,-0.00032917317003011703,0.03234589099884033,0.032335612922906876,1.0,3.0,success
20,-1.211063027381897,-4.539109706878662,-0.0003174370795022696,0.0007512654992751777,0.0006556616281159222,0.0,-3.0,success
